step,loss,lr,tok_s,vram_mb,CrossEntropy,RouterAuxLoss,RouterZLoss,Total
216,6.681604385375977,0.00028120017364553237,6842,1925.543936,6.4636383056640625,0.21527709066867828,0.002688976703211665,6.681604385375977
217,6.745728015899658,0.00027898426994277204,6845,1919.743488,6.5345659255981445,0.20847320556640625,0.0026888453867286444,6.745728015899658
218,6.732641220092773,0.00027665587752706577,6847,1917.485056,6.522828102111816,0.20712406933307648,0.0026889806613326073,6.732641220092773
219,6.853432655334473,0.00027421729424061787,6849,1916.8512,6.645602226257324,0.20514163374900818,0.0026888414286077023,6.853432655334473
220,6.87058162689209,0.0002716709266707182,6852,1916.895232,6.639044761657715,0.22884690761566162,0.0026899713557213545,6.87058162689209
221,6.711166858673096,0.0002690192877747315,6853,1918.278656,6.494699954986572,0.21377824246883392,0.002688717795535922,6.711166858673096
222,6.6654839515686035,0.000266264994400112,6855,1918.631936,6.447720527648926,0.21507485210895538,0.002688600681722164,6.6654839515686035
223,6.526921272277832,0.0002634107647018905,6856,1917.623296,6.3151702880859375,0.2090630680322647,0.002687909873202443,6.526921272277832
224,6.989262580871582,0.0002604594154601839,6858,1919.688704,6.774545669555664,0.21202853322029114,0.00268822954967618,6.989262580871582
225,6.6774702072143555,0.00025741385930037295,6860,1918.582784,6.464234352111816,0.21054697036743164,0.0026886749546974897,6.6774702072143555
226,6.7933244705200195,0.000254277101818693,6863,1920.04608,6.571771621704102,0.218863844871521,0.0026888290885835886,6.7933244705200195
227,6.6156768798828125,0.00025105223861607306,6865,1919.097856,6.4067840576171875,0.206205815076828,0.002687135711312294,6.6156768798828125
228,6.609382629394531,0.0002477424522431518,6866,1918.584832,6.394494533538818,0.21220077574253082,0.0026875711046159267,6.609382629394531
229,6.765414714813232,0.00024435100905948387,6867,1920.9472,6.548625946044922,0.21410100162029266,0.0026878633070737123,6.765414714813232
230,6.60349178314209,0.0002408812560100376,6868,1919.66208,6.393999099731445,0.20680493116378784,0.0026881000958383083,6.60349178314209
231,6.783682823181152,0.00023733661732216452,6868,1920.523264,6.570250034332275,0.2107440084218979,0.0026887247804552317,6.783682823181152
232,6.509243965148926,0.0002337205911263001,6866,1918.016512,6.298160552978516,0.2083950787782669,0.0026882831007242203,6.509243965148926
233,6.857576370239258,0.00023003674600373153,6866,1919.576064,6.648731231689453,0.20615646243095398,0.0026887464337050915,6.857576370239258
234,6.498656272888184,0.0002262887174648388,6865,1922.112512,6.2849225997924805,0.21104376018047333,0.002689747605472803,6.498656272888184
235,6.520382404327393,0.00022248020436128478,6864,1920.603136,6.306310653686523,0.21138206124305725,0.002689989050850272,6.520382404327393
236,6.79860258102417,0.00021861496523569536,6865,1918.068736,6.58730411529541,0.20860934257507324,0.002688769716769457,6.79860258102417
237,6.67004919052124,0.00021469681461243153,6866,1918.660608,6.455479621887207,0.21187938749790192,0.0026901266537606716,6.67004919052124
238,6.699770450592041,0.00021072961923311432,6866,1923.081216,6.488152027130127,0.20893016457557678,0.002688371343538165,6.699770450592041
239,6.262959003448486,0.00020671729424061788,6866,1921.375232,6.051365852355957,0.20890463888645172,0.002688259119167924,6.262959003448486
240,6.843806266784668,0.00020266379931529595,6868,1920.274944,6.630165100097656,0.21095281839370728,0.002688321517780423,6.843806266784668
241,6.581453323364258,0.0001985731347672554,6870,1918.86848,6.369573593139648,0.20919114351272583,0.0026882141828536987,6.581453323364258
242,6.577942848205566,0.00019444933758853324,6872,1921.963008,6.3618927001953125,0.21336115896701813,0.002688855864107609,6.577942848205566
243,6.494442462921143,0.00019029647746907283,6874,1921.68448,6.279547691345215,0.21220487356185913,0.0026898086071014404,6.494442462921143
244,6.712768077850342,0.00018611865278043117,6876,1919.587328,6.506402492523193,0.203677237033844,0.0026885175611823797,6.712768077850342
245,6.701494216918945,0.00018191998653118108,6878,1919.917056,6.490712642669678,0.2080942839384079,0.0026873324532061815,6.701494216918945
246,6.6082377433776855,0.00017770462229799944,6880,1918.915584,6.397569179534912,0.2079797387123108,0.002689052140340209,6.6082377433776855
247,6.75851583480835,0.0001734767201364573,6882,1920.686592,6.539772033691406,0.21605484187602997,0.002689035376533866,6.75851583480835
248,6.643087387084961,0.0001692404524755473,6884,1918.020608,6.430852890014648,0.20954495668411255,0.0026891876477748156,6.643087387084961
249,6.668195724487305,0.000165,6885,1920.86016,6.459537506103516,0.20597131550312042,0.0026870814617723227,6.668195724487305
250,6.5598015785217285,0.00016075954752445268,6886,1920.907264,6.347618103027344,0.20949284732341766,0.0026907059364020824,6.5598015785217285
251,6.325991630554199,0.0001565232798635427,6887,1920.361472,6.104175567626953,0.21912555396556854,0.002690311288461089,6.325991630554199
252,6.318892478942871,0.00015229537770200055,6888,1921.253376,6.108048439025879,0.20815584063529968,0.0026885399129241705,6.318892478942871
253,6.5844502449035645,0.0001480800134688189,6889,1924.96128,6.377131938934326,0.20462976396083832,0.002688515465706587,6.5844502449035645
254,6.4128570556640625,0.0001438813472195688,6891,1924.292608,6.2028703689575195,0.20729823410511017,0.0026882512029260397,6.4128570556640625
255,6.756575584411621,0.00013970352253092714,6893,1923.4048,6.549209117889404,0.20467819273471832,0.0026885459665209055,6.756575584411621
256,6.496730327606201,0.00013555066241146679,6893,1922.290688,6.273636341094971,0.22040559351444244,0.002688374137505889,6.496730327606201
257,6.544188976287842,0.00013142686523274463,6895,1920.0512,6.333950996398926,0.20755040645599365,0.0026873662136495113,6.544188976287842
258,6.877988338470459,0.00012733620068470405,6896,1921.143296,6.66618013381958,0.20912061631679535,0.002687264233827591,6.877988338470459
259,6.453556537628174,0.00012328270575938212,6897,1919.137792,6.2435383796691895,0.20733019709587097,0.002687909873202443,6.453556537628174
260,6.533410549163818,0.00011927038076688566,6897,1919.598592,6.320214748382568,0.21050862967967987,0.002686996478587389,6.533410549163818
261,6.3883538246154785,0.00011530318538756846,6899,1919.090688,6.1786580085754395,0.20700816810131073,0.0026876386255025864,6.3883538246154785
262,6.668046474456787,0.00011138503476430461,6900,1917.485056,6.459563255310059,0.20579597353935242,0.00268763629719615,6.668046474456787
263,6.617545127868652,0.00010751979563871518,6902,1920.736256,6.410975933074951,0.2038833498954773,0.0026860847137868404,6.617545127868652
264,6.5008134841918945,0.00010371128253516118,6903,1918.823424,6.29361629486084,0.20451049506664276,0.0026864877436310053,6.5008134841918945
265,6.679543972015381,9.996325399626841e-05,6904,1921.613824,6.464224815368652,0.21263162791728973,0.0026876344345510006,6.679543972015381
266,6.504339218139648,9.627940887369988e-05,6905,1915.624448,6.296260356903076,0.20539158582687378,0.002687387401238084,6.504339218139648
267,6.520919322967529,9.266338267783541e-05,6907,1915.944448,6.313691139221191,0.20454032719135284,0.002687956439331174,6.520919322967529
268,6.353738307952881,8.91187439899624e-05,6908,1917.983744,6.144512176513672,0.20653904974460602,0.002687192987650633,6.353738307952881
269,6.407004356384277,8.564899094051614e-05,6909,1917.2608,6.202518463134766,0.20179866254329681,0.002687307307496667,6.407004356384277
270,6.363980770111084,8.22575477568482e-05,6911,1917.049856,6.150522232055664,0.21077145636081696,0.0026868004351854324,6.363980770111084
271,6.772582530975342,7.894776138392688e-05,6913,1917.312,6.563473701477051,0.20642226934432983,0.002686581574380398,6.772582530975342
272,6.622854232788086,7.572289818130702e-05,6914,1919.516672,6.410571098327637,0.2095969021320343,0.002685833489522338,6.622854232788086
273,6.565263271331787,7.258614069962701e-05,6916,1919.724544,6.357836723327637,0.20474036037921906,0.0026862304657697678,6.565263271331787
274,6.584519386291504,6.954058453981609e-05,6917,1920.244224,6.377551078796387,0.2042812705039978,0.0026869620196521282,6.584519386291504
275,6.520174980163574,6.658923529810946e-05,6919,1919.49824,6.312496185302734,0.20499129593372345,0.0026872518938034773,6.520174980163574
276,6.555403232574463,6.373500559988797e-05,6920,1921.957888,6.349099636077881,0.20361684262752533,0.002687175525352359,6.555403232574463
277,6.432969093322754,6.098071222526847e-05,6922,1922.12992,6.225738048553467,0.20454499125480652,0.0026860935613512993,6.432969093322754
278,6.54141092300415,5.832907332928179e-05,6923,1923.006464,6.330380439758301,0.20834411680698395,0.002686426043510437,6.54141092300415
279,6.429596424102783,5.578270575938211e-05,6924,1921.461248,6.223844051361084,0.2030658721923828,0.0026863967068493366,6.429596424102783
280,6.450018882751465,5.3344122472934134e-05,6926,1923.505152,6.240262985229492,0.20706777274608612,0.002687796950340271,6.450018882751465
281,6.515963554382324,5.1015730057227994e-05,6928,1919.794688,6.306555271148682,0.20672062039375305,0.002687290543690324,6.515963554382324
282,6.616387367248535,4.879982635446762e-05,6929,1917.63968,6.411708831787109,0.2019936442375183,0.002685201819986105,6.616387367248535
283,6.2458391189575195,4.669859819407843e-05,6930,1919.598592,6.040953636169434,0.20219840109348297,0.0026869107969105244,6.2458391189575195
284,6.4624104499816895,4.471411923457034e-05,6931,1919.649792,6.257219314575195,0.20250453054904938,0.002686576684936881,6.4624104499816895
285,6.71469783782959,4.2848347917087386e-05,6932,1920.111616,6.509181976318359,0.2028297334909439,0.0026859205681830645,6.71469783782959
286,6.324498653411865,4.110312553266254e-05,6934,1917.5936,6.119227409362793,0.20258410274982452,0.00268681556917727,6.324498653411865
287,6.401090145111084,3.948017440508607e-05,6935,1920.2048,6.195673942565918,0.20273041725158691,0.0026859864592552185,6.401090145111084
288,6.543153762817383,3.798109619117956e-05,6935,1919.65696,6.337995529174805,0.20247149467468262,0.002686346648260951,6.543153762817383
289,6.536965370178223,3.660737030015427e-05,6936,1920.128,6.326651096343994,0.20762969553470612,0.002684807637706399,6.536965370178223
290,6.370806694030762,3.536035243361268e-05,6937,1918.24896,6.166186332702637,0.20193414390087128,0.0026859655044972897,6.370806694030762
291,6.234601020812988,3.4241273247634805e-05,6938,1920.42496,6.028972625732422,0.2029419243335724,0.002686678431928158,6.234601020812988
292,6.3533124923706055,3.3251237138269095e-05,6938,1920.303104,6.146838188171387,0.20378760993480682,0.0026863382663577795,6.3533124923706055
293,6.1013360023498535,3.2391221151627036e-05,6939,1918.08,5.8957929611206055,0.20285624265670776,0.002686748281121254,6.1013360023498535
294,6.807663917541504,3.1662074019656414e-05,6941,1917.804544,6.599908828735352,0.20507150888442993,0.0026836004108190536,6.807663917541504
295,6.242569923400879,3.10645153225455e-05,6942,1919.951872,6.037878036499023,0.202005073428154,0.0026868991553783417,6.242569923400879
296,6.605575084686279,3.05991347785842e-05,6943,1917.706752,6.400927543640137,0.20196090638637543,0.00268630962818861,6.605575084686279
297,6.470108985900879,3.0266391662183335e-05,6944,1917.059072,6.2651472091674805,0.20227472484111786,0.002686836291104555,6.470108985900879
298,6.288699150085449,3.0066614350626232e-05,6946,1920.925696,6.084148406982422,0.2018638402223587,0.002687139203771949,6.288699150085449
299,6.576964378356934,2.9999999999999997e-05,6947,1921.817088,6.372213840484619,0.20206372439861298,0.0026871226727962494,6.576964378356934
